city,company_name,contact_person,designation,email,fax,mobile,phone,pincode,state,street_Address,website
NEW DELHI,IMPERIAL INDIA TOURS,MR.SANDEEP CHAUHAN,MANAGING DIRECTOR,indiatravel@imperialindiatour.com,.,0091- 9873383721,"011-45683761, 45620852",110046,DELHI,"307, COMPETENT HOUSE, R.B.C., DDA COMPLEX NANGAL RAYA, JANAKPURI",www.imperialindiatourpackages.com
NEW DELHI,INCENT TOURS PVT.LTD.,MR. P.N. NAGESHWARAN,MANAGING DIRECTOR,info@incent-tours.com,011-40850001,,"011-40850000, (M) 9810181",,DELHI,"29, PANCHSHEEL COMMUNITY CENTRE PANCHSHEEL PARK",www.incent-tours.com
ERNAKULAM,IMAGESINDIA TOURS,MR.PETER DAMIAN,PARTNER,peterdamian.cochin@gmail.com,,.,0484-2787735 (M) 99950259,682302,KERALA,"XXIV/128, FIRST FLOOR, NEAR ST. GEROGE CHURCH THIRIVANKULAM, COCHIN",www.imagesindiatours.com
NEW DELHI,IDMS TOURS PVT. LTD.,MR.PRAMOD BHATNAGAR,Director,pramod@idmstours.co.in,0091 - 11 - 29523034,0091- 995 859 7854,0091 - 11 - 29521080/41841080,110030,DELHI,"482, FIRST FLOOR, DDA FLATS, LADO SARAI",www.idmstours.co.in
NEW DELHI,IDEAL TRAVEL BUREAU PVT. LTD.,MR.ARUN KUMAR,DIRECTOR,info@indo-navi.com,.,0091- 8527687888,0091- 8527287888,110008,DELHI,"12/27, THIRD FLOOR, WEST PATEL NAGAR",www.indiatour4u.com
NEW DELHI,ICE TRAVELS & TOURS PVT. LTD.,MR.MOHIT KHANNA,DIRECTOR,mohit.khanna@icegroupindia.com,.,.,0091- 11- 42211111,110016,DELHI,"G-23, GROUND FLOOR, AASHIRWAD COMMERCIAL COMPLEX, GREEN PARK",www.icegroupindia.com
DELHI,IDEAS CELL TOURS,MR. K.K. BASU,CHIEF EXECUTIVE OFFICER,ideascelltours@gmail.com,011-22724339,9811143922,"011-22723592, (M) 9811143",,DELHI,"A-13, SHUBHAM 37, PATPARGANJ",www.ideascelltours.com
NEW DELHI,HOTEL VIKRAM,MR. DINESH ABBI,DIRECTOR,reservations@hotelvikram.com,011 - 46515152,.,011- 46515151,110024,DELHI,RING ROAD LAJPAT NAGAR,www.hotelvikram.com
NEW DELHI,IBEX EXPEDITIONS PRIVATE LIMITED,MR. MANDIP SINGH SOIN,FOUNDER &  M.D.,ibex@ibexexpeditions.com,.,+91 9810087319,011-26810244/41009981,110020,DELHI,"334, DLF PRIME TOWER, OKHLA PHASE-1",www.ibexexpeditions.com
RAIPUR,ICE CUBES SERVICES,MR. JASPREET SINGH BHATIA,PARTNER,jaspreet@icecubes.in,,NULL,0771-4059300,492006,CHHATTISGARH,"C1-206, SECOND FLOOR, AISHWARYA CHAMBERS, G.E. ROAD, TELIBANDHA",www.icecubes.in
NEW DELHI,I.N.D.I. TOUR SERVICES PVT. LTD.,MR.DHANANJAY KUMAR,DIRECTOR,mail@inditour.com,,.,011-30626262/42542479,110034,DELHI,"UG-2B, APRA PLAZA-B, PLOT NO.28 ROAD NO.-44, NEAR M2K CINEMA, RANIBAGH, PITAMPURA",www.inditour.com
VARANASI,HOTEL SIDDHARTH (Unit of Ambuj Hotel & Real Estate Pvt. Ltd.),MRS. NEELU SINGH,DIRECTOR,nsingh_hs@satyam.net.in,0542-2222852,.,"0542-2221961, 2220961, 22",,UTTAR PRADESH,"D 58/9-A, SIGRA",www.hotelsidhhartha.com
JHANSI,HOTEL SRINATH PALACE,MR. PAWAN ARORA,DIRECTOR,hotelshrinath@yahoo.com,0510-2445558,.,0510-2445555/2445556,,UTTAR PRADESH,"1051, CIVIL LINES, RAILWAY STATION ROAD (OPP. BETWA BHAWAN)",
BHUBANESWAR,HOTEL SWOSTI PVT LTD,MR. J.K. MOHANTY,MANAGING DIRECTOR,hsplbbs@sancharnet.in,0674-2535784,.,0674-2535771-2. 2535777,,ODISHA,"103, JANPATH, UNIT 3",www.swosti.com
NAGPUR,HOTEL TULI INTERNATIONAL,MR.SUNIL SHARMA,DGM-SALES & MKTG.,sales@tuligroup.com,,.,0712-6653666,,MAHARASHTRA,"37,FARMSLAND,CENTRAL BAZAR ROAD, RAMDASPETH",www.tulihotels.com
MATHURA,HOTEL SHEETAL REGENCY (A Unit of R.P. Hotels & Resorts),MR. AMIT KUMAR JAIN,PARTNER,hotelsheetalregency@rediffmail.com,0565-2400106,.,"0565-2404597, 2404401",,UTTAR PRADESH,"4/349, DEEG GATE MASANI ROAD",www.hotelsheetalregency.com
NEW DELHI,HOTEL SIDDHARTH,MR. I.P. SINGH,GENERAL MANAGER,jhl@del2.vsnl.net.in,011-25781016,,011-43662500,,DELHI,"3, RAJENDRA PLACE",www.jaypeehotels.com
AGRA,HOTEL PUSHP VILLA (UNIT OF ALAG MOTELS PVT. LTD.),MR. VIKAS JAISWAL,M.D.,info@hotelpushpvilla.com,0562-2334303,.,"0562-2334301, 3290267/8",,UTTAR PRADESH,V.I.P. ROAD TO TAJ MAHAL FATEHABAD ROAD,www.hotelpushpvilla.com
CHIDAMBARAM,HOTEL SARADHARAM,MR. R.M. SWETHAKUMAR,MANAGING PARTNER,hotelsaradharam@gmail.com,04144-222656,.,04144-221336,,TAMIL NADU,"19, V.G.P. STREET",www.hotelsaradharam.in
JAIPUR,HOTEL SAMODE PALACE,MR. RAGHUVENDRA SINGH,DIRECTOR,veenasharma@samode.com,+91-141-2631397,+91-9717575635,"0141-2632370, 2632407",302002,RAJASTHAN,GANGAPOLE,www.samode.com
MUMBAI,HOTEL SAHIL,MR.IVAN SEQUEIRA,GENERAL MANAGER,accounts@thesahilhotel.com,022-23079244,.,"022-23081421, 23096761",400008,MAHARASHTRA,"292, J.B. BEHRAM MARG MUMBAI CENTRAL",www.bestwesternhotelsahil.com
SHILLONG,HOTEL POLO TOWERS,MR. KISHAN TIBREWALLA,M.D.,enquiries@hotelpolotowers.com,0364-2220090,.,"0364-2222341, 2220002",,MEGHALAYA,"POLO GROUNDS-5, EAST KHASE HILLS",www.hotelpolotowers.com
KOCHI,HOTEL PRESIDENCY (MAYFLOWER HOTELS (P) LTD.),MR. PHILIP MATHEW,M.D.,presid@md2.vsnl.net.in,0484-2393222,.,0484-2394300,,KERALA,PARAMARA ROAD ERNAKULAM TOWN,www.presidencyhotel.com
VARANASI,HOTEL PRADEEP,MR. PRADEEP N. SINGH,M.D.,info@hotelpradeep.com,0542-2204898,.,"0542-2204963, 2204594,",,UTTAR  PRADESH,"C-27/153, JAGATGANJ",www.hotelpradeep.com
PUSHKAR,HOTEL PUSHKAR PALACE,KR. JAGAT SINGH RATHORE,M.D.,hotelpushkarpalace@gmail.com,0145-2772226,0091 - 9829270953,0145-2773001/02,305022,RAJASTHAN,"CHOTTI BASTI, PUSHKAR LAKE",www.hotelpushkarpalace.com
CHENNAI,HOTEL PANDIAN,MR. P.S. PANDIAN,CHAIRMAN,info@hotelpandian.com,044-28193030,.,"044-28191010, 28192020",,TAMIL NADU,"NO. 15, KENNET LANE EGMORE",www.hotelpandian.com
JAIPUR,HOTEL PARK OCEAN,Mr Sandeep Jain,Managing Director,md@hotelparkocean.com,.,0091 - 9783077755,0141-2337787,302039,RAJASTHAN,"PLOT NO. A-4, OPP. BHAWANI NIKETAN SCHOOL, SIKAR ROAD",www.hotelparkocean.com
DARJEELING,HOTEL MOHIT,MR. DINESH SINGH,DIRECTOR,mohit102@sancharnet.in,0354-2254351,9933033750,"0354-2254723,2254818, (M)",,WEST BENGAL,MOUNT PLEASANT ROAD,www.hotelmohit.com
DEHRADUN,HOTEL MADHUBAN (UNIT UNIQUE HOTELS & RESTAURANTS (P) LTD.),MR. S.P. KOCHHAR,CMD,office.hmb@gmail.com,0135 - 2746496,.,0135 - 2479990 / 95,248001,UTTARAKHAND,"97, RAJPURA ROAD",www.madhubanhotels.com
JAIPUR,HOTEL JAIPUR PALACE,MR. RAMAKANT SHARMA,M.D.,hjpj@jp1.dot.net.in,0141-2743166,,"0141-2743161-64, 2743205-",,RAJASTHAN,TONK ROAD,www.jaipurpalace.com
KUMBAKONAM,HOTEL LE GARDEN,DR. M.R.V. MANIVANNAN,PROPRIETOR,stay@hotellegarden.cm,.,0091-9944963700,0435-2402526,612001,TAMIL NADU,"34-J, THIRUVIDAIMARUTHUR ROAD, NAAL ROAD JUNCTION",www.hotellegarden.com
HOSPET,HOTEL MALLIGI (P) LTD.,MR. P.N. SRIPADA,E.D.,malligihome@hotmail.com,08394-227038,.,08394-228101-8 LINES,,KARNATAKA,"10/90, J.N. ROAD, HOSPET BELLARY DISTRICT",www.malligihotels.com
PURI,HOTEL HOLIDAY RESORT (P) LTD.,MR. RAJ KISHORE PATRA,MANAGING DIRECTOR,holidayresortpuri@rediffmail.com,0674-223968,.,0674-223500,,ODISHA,"SANDY VILLAGE, CHAKRATIRTH ROAD",
UDAIPUR,HOTEL INDER RESIDENCY (A UNIT OF SEASONS HOTEL PVT. LTD.),MR. GURMEET SINGH,GENERAL MANAGER,info@inderresidency.in,0294-2488733,.,0294-2489888,,RAJASTHAN,SHIKARBADI ROAD EKLING NAGAR,www.inderresidency.in
MOUNT ABU,HOTEL JAIPUR HOUSE,MR. NARENDRA SINGH,DIRECTOR,jaipurhouse@sancharnet.in,02974-235002,.,"02974-235001, 235176",,RAJASTHAN,NEAR: NAKKI LAKE DISTT. SIROHI,www.royalfamilyjaipur.com
NEW DELHI,HOTEL HINDUSTAN INTERNATIONAL,MR.VISHVJEET SINGH,GENERAL MANAGER (SALES & MKTG.),vishvjeet@hhihotels.net,011-46704499,.,011-46704400-98,110024,DELHI,"L-95, BASEMENT, LAJPAT NAGAR-II",www.hhihotels.com
JAISALMER,"HOTEL GAUDAVAN PVT. LTD. (UNIT FORT RAJWADA, JAISALMER)",MR. HARENDRA SINGH RATHORE,CHAIRMAN,sales@fortrajwada.com,02992-253733,.,"02992-253233, 253533, 254",,RAJASTHAN,"NO. 1, HOTEL COMPLEX JODHPUR BARMER LINK ROAD",www.fortrajwada.com
THANJAVUR,HOTEL GNANAM,MR. S.P. SELVARAJ,MG. PARTNER,aysp@hotelgnanam.com,04632-235536,.,04362-278501-8 (8 LINES),,TAMIL NADU,ANNA SALAI (MARKET ROAD),www.otelgnanam.com
MORADABAD,HOTEL HOLIDAY REGENCY (A UNIT OF OMSONS HOLIDAYS INN PVT. LTD.),MR. MAHESH AGARWAL,M.D.,info@holidayregency.com,0591-3012375,.,"0591-3012345, (R) 2498664",,UTTAR PRADESH,"9 KM, DELHI ROAD, NATIONAL HIGHWAY 24 OM ENCLAVE",www.holidayregency.com
AGRA,HOTEL GANGARATAN,MR. KUSHAL PAL SINGH GUPTA,PARTNER,info@hotelgangaratan.com,0562-2330193,.,"0562-2330234, 2330329",,UTTAR PRADESH,FATEHABAD ROAD,www.hotelgangaratan.com
VARANASI,HOTEL CLARKS VARANASI LTD.,MR. UPENDRA GUPTA,MANAGING DIRECTOR,ukg@clarkshotels.com,0542-2502736,.,0542-2501011-20 (10 LINES,,UTTAR PRADESH,"THE MALL, VARANASI CANTT.",www.clarkshotels.com
AGRA,HOTEL CRYSTAL INN,MR.LAXMAN GOYAL,MANAGING DIRECTOR,info@hotelcrystalinn.com,,.,0562-4053400-20,,UTTAR PRADESH,"785, BEHIND TDI MALL FATEHABAD ROAD, VIP ROAD",www.hotelcrystalinn.com
CHENNAI,HOTEL AMBICA EMPIRE,MR.R.KALATHINATHAN,GENERAL MANAGER,ambicaem@md4.vsnl.net.in,044-23624708/4818,.,044-23621818/1986,,TAMIL NADU,"NO.79, 100 FEET ROAD, VADAPALANI",www.ambicaempire.com
JAIPUR,HOTEL BISSAU PALACE,MR. SANJAI SINGH BISSAU,MANAGING PARTNER,bissau@sancharnet.in,0141-2304628,,"0141-2304391, 2304371",,RAJASTHAN,"OUTSIDE CHANDPOLE, KHETRI HOUSE ROAD",www.bissaupalace.com
JAIPUR,HOTEL CASTLE MANDAWA PVT. LTD.,MR. RANDHIR VIKRAM SINGH,JOINT MANAGING DIRECTOR,reservation@castlemandawa.com,"0141-2406082,2372084",,"0141-2406081,2406083,2374",,RAJASTHAN,"C/O. MANDAWA HAVELI, SANSAR CHANDRA ROAD",www.castlemandawa.com
NEW DELHI,HOPP WORLDWIDE EXCURSIONS LTD,MR. R.C. KHANNA,DIRECTOR,travel@hoppworldwide.com,011-43780001,.,011-43780000,110001,DELHI,"F - 3, BHAGAT SINGH MARKET",www.hoppworldwide.com
AURANGABAD,HOTEL AMARPREET,MR. HARPREET SINGH,C.E.O. & MD,sales@amarpreethotel.com,,,0240-2332521-23,,MAHARASHTRA,"AMARPREET CHOWK, JALNA ROAD",www.amarpreethotel.com
NEW DELHI,HORIZON WORLD WIDE,MR.SURINDER SINGH,PARTNER,hworld@vsnl.com,011-41640605,,"011-41741411, 41741422",,DELHI,"216 A/4, GAUTAM NAGAR",www.horizontravelworldwide.com
NEW DELHI,HONEYGOLD RETREATS (P) LTD,MR. RAJIV CHAWLA,DIRECTOR,info@honeygold.co.in,,NULL,011-47145656,110088,DELHI,"304, 305, MAHADEVI   CHAMBER BN BLOCK, SHALIMAR BAGH (WEST)",www.indiandiscovery.com
VARANASI,HOLY VOYAGES,MR. SANTOSH KUMAR SINGH,DIRECTOR,holyvoyages@gmail.com,.,.,0091 - 542 - 2508747,221002,UTTAR PRADESH,"AF, 3/4, IMLOK COLONY, PHASE-2,NADESAR",www.holyvoyages.com
GHAZIABAD,HOLY INDIA TRAVELS PVT. LTD.,MR.ANAND DEVA MISHRA,DIRECTOR,info@holyindiatravels.com,.,91.9873904405,0120-4216705,201012,UTTAR PRADESH,"SF 14, C-33, SECTOR -15, VASUNDHARA",www.holyindiatravels.com
NEW DELHI,HOLIDAYZ MART PVT. LTD,MR. BHIM SAIN KATARIA,DIRECTOR,pk@holidaymasti.com,.,+91 +91 9873937231,011 - 41679444,110065,DELHI,"15, MEZZ  FLOOR, COMMUNITY CENTRE, EAST OF KAILASH",www.holidayzmart.com
VARANASI,HOLY CITY TOURS & TRAVELS,DR. VIVEK TIWARI  ,DIRECTOR,holycity.vns@gmail.com,.,+91-9670000068,+91-542-6500100/ 2504800,221002,UTTAR PRADESH,"B-2, ANANTA COLONY, NADESAR (NEAR HOTEL TAJ GATEWAY)",www.holycityvns.com
NEW DELHI,HOLIDAY MOODS ADVENTURES PVT. LTD.,MR. TEJBIR SINGH ANAND,MANAGING DIRECTOR,holidaymoods.ibt@gmail.com,65100333,+91 9810122384,65100333 (HUNTING LINES),110015,DELHI,"SUITE # L2A, KANCHAN HOUSE (OPP. MILAN CINEMA) KARAMPURA COMMERCIAL COMPLEX",www.holidaymoods.net
BANGALORE,HOLIDAYBLISS PVT. LTD.,MR.TITUS JACOB,DIRECTOR,titus@holidaybliss.net,080-25596915,0091- 9844122918,"080-25586772, 25321433",560001,KARNATAKA,"79, 1ST MAIN SANTRUPTHINAGAR, KOTHANUR DINNE MAIN ROAD,OPP. BIG BAZAR, J.P. NAGAR, 7TH PHASE",www.holidaybliss.in
NEW DELHI,HOLIDAY TOURS & TRAVELS,MR.BILAL AHMED SOFI,MANAGING DIRECTOR,holidaytrs@gmail.com,011-42258272,9818126214,011 - 42258272,110005,DELHI,"6A/62, WEA CHANNA MARKET, KAROL BAGH",www.holidaypackagesofindia.com
NEW DELHI,HOLIDAY MAKER (I) PVT. LTD.,MS. DEEPIKA AHUJA,EXECUTIVE DIRECTOR,holidaymaker.india@gmail.com,.,+91.98 11 16 8868,0091 - 11 - 45129962,110060,DELHI,"R-583, NEW RAJINDER NAGAR",www.holidaymakerindia.net
PUNE,HOLIDAY BASH INTERNATIONAL,BRIG. (RETD.) SBS LIDDER,MG.PARTNER,lidder.hbi@gmail.com,020-26055158,,020-26055156,,MAHARASHTRA,"208-209, 'A' WING, PARMAR TRADE CENTRE, SADHU WASVANI CHOWK",
NEW DELHI,HOLIDAY LINKS (P) LTD.,MR. B.S.KATARIA,CEO,pk@holidaymasti.com,0091-11-41621242,.,0091-11-46608888/26419227-9,110065,DELHI,"15 G.F., COMMUNITY CENTRE, EAST OF KAILASH, NEXT TO BANK OF BARODA, ABOVE DELHI RASOI",www.holidaymasti.com
NEW DELHI,HOLIDAY CHARME INDIA PVT. LTD.,MR. RUPESH KUMAR,MANAGING DIRECTOR,holidaycharmeindia@gmail.com,.,.,011-65709099,110008,DELHI,"28/73, UPPER GROUND, WEST PATEL NAGAR",www.holidaycharmeindia.com
MUMBAI,HOLIDAY @LEISURE –CANDY STORES,MR. FRAMROZE MEHTA,PROPRIETOR,info@holidaysatleisure.com,.,.,022-23512146-48,400026,MAHARASHTRA,"49, BHULABHAI DESAI ROAD",www.holidaysatleisure.com
NEW DELHI,HIRAN HOTEL & RESORTS MARKETING SERVICES,MR. DILIP HALDER,PROPRIETOR,hiranhotels@yahoo.co.in,011-29993644,.,"9810509474, 9873669598",,DELHI,"RZ-2688/29, 3RD FLOOR, STREET NO. 29 OPP. CHURCH TUGHLAKABAD EXTN.",www.hiranhotels.com
MAHIPALPUR EXTENSION,HISTORICAL HOSPITALITY PVT. LTD,MR. JITENDRA RATHORE,FOUNDER CHAIRMAN,delhiihh@gmail.com,011 - 26781240,0091 - 9811345352,011 - 26781240,110037,NEW DELHI,"A-88/6, 2ND FLOOR, STREET NO.2",www.indianhostoricalhospitality.com
KOLKATA,HIMALCHURA TRAVELS & TOURS,MRS. SUBHRA SARKAR,PROPRIETOR,himalchura@gmail.com,.,.,"033-23708004, 23633000",700010,WEST BENGAL,"P-263, C.I.T.ROAD, SCHEME-IV (M) BELIAGHATA, PHOOLBAGAN",www.himalchura.in
DARJEELING,HIMALAYAN TRAVELS,MR. ADITYA BOTHRA,PARTNER,travels.himalayan@gmail.com,.,0091 9733189199,0353 - 2576381 / 382,734010,WEST BENGAL,"F-0501 CITY CENTRE, MATINGARA",www.planmyvacation.in
DARJEELING,HIMALAYAN TRAVELS,MR. K.K. GURUNG,MANAGING DIRECTOR,kkgurung@cal.vsnl.net.in,0354-2252254,9434209847,"0354-2252254, (M) 0943420",,WEST BENGAL,"18/1,  GANDHI ROAD",
MANALI,HIMALAYAN SAGA,MR. RITESH SOOD,PROPRIETOR,travelinfo@himalayansaga.com,01902-251848,0091 - 9418005235,01902 - 251848 /251648,175131,HIMACHAL PRADESH,"NEAR HOTEL THAKUR RAHUL WARD NO. 2, HOUESE NO 32/1",www.himalayansaga.com
LEH - LADAKH ,HIMALAYAN VOYAGES PVT. LTD.,MR. STANY WANGCHUK,MANAGING DIRECTOR,wisdomleh@gmail.com,.,+91- 9310654962,+91-9310654962,110048,JAMMU & KASHMIR,GOBA COMPLEX. NEAR CHANGSPA BRIDGE,www.ladakhpackages.com
NEW DELHI,HIMALAYAN RIVER RUNNERS (I) PVT LTD,MR. YOUSUF ZAHEER,DIRECTOR,info@himalayanriverrunners.com,,,"011-26852602,26968169, 26",,DELHI,"101, FIRST FLOOR, ASHIRVAD BUILDING, GREEN PARK",www.hrrindia.com
DISTT KULLU,"HIMALAYAN FRONTIERS, CULTURE & ADVENTURE TOURS PVT. LTD.",MR. GOPI CHAND,MANAGING DIRECTOR,info@himalayanfrontiers.com,01902-250384,0091- 941 855 2731,01902-250130,175131,HIMACHAL PRADESH,"152/4, SECOND FLOOR, MODEL TOWN, MANALI",www.himalayanfrontiers.com
DELHI,HIMALAYAN RUN & TREK PVT. LTD.,MR. C.S. PANDEY,M.D.,hrtpl@del2.vsnl.net.in,011-22772800,,"011-22772700,",,DELHI,"T-5,  MANISH CHAMBERS, PLOT NO. 6 L.S.C. BLOCK B, MAYUR VIHAR PHASE-2",www.himalayanruntrek.com
SHIMLA,HIMACHAL PRADESH TOURISM DEVELOPMENT CORPORATION LIMITED,MR.YOGESH BEHL,GENERAL MANAGER,marketinghptdc.in,0177-2652206,,0177-2652704,,HIMACHAL PRADESH,RITZ ANNEXE,http://www.hptdc.in
DISTT.KULLU,HIMACHAL HOLIDAYS PVT. LTD.,MR.BUDHI PRAKASH THAKUR,DIRECTOR,info@himachalholidays.in,,.,(M)9816002323,,HIMACHAL PRADESH,"VILLAGE AND POST OFFICE, KHAKHNAL TEHSIL MANALI",www.himachalholidays.in
SRINAGAR,"HILL TOURS, TRAVEL AGENTS AND TOUR CONSULTANTS",MR. KHALIQ WANGNOO,M.D.,hilltour@vsnl.com,0194-2420655,,"0194-2477193,2477677",,JAMMU & KASHMIR,"14A, POLO VIEW",
NEW DELHI,HIGHWAY TRAVEL,MR. GURMIT SINGH TANEJA,M.D.,tours@highwaytravelindia.com,011-26255100,,"011-26255100, 26257593, (",,DELHI,"SHOP NO. 31, ANDREWSGANJ MARKET (BEHIND DEFENCE COLONY POLICE STATION)",www.indiamart.com
NEW DELHI,HIGHLAND EXCURSIONS INDIA PVT. LTD.,MR. MEHRAJ-UD-DIN,MANAGING DIRECTOR,bazaz_highland@airtelmail.in,011-24314271,,011-24321591-92,,DELHI,"1, BIRBAL ROAD BASEMENT NO.12 JUNGPURA EXTENSION,",www.highland.com
NEW DELHI,HIGH POINT EXPEDITION AND TOURS,MR. SANJIV SARAN,MANAGING DIRECTOR,inbound@hipoints.com,"011-26144767,",,"011-26141224,26145849,261",,DELHI,"39, PASCHIMI MARG VASANT VIHAR",www.hipoints.com
JAIPUR,HIDDEN TREASURES INDIA DESTINATION MANAGEMENT PVT. LTD.,MR. SHEESH RAM MOONDH,DIRECTOR,sheesh@htoindia.com,.,0091- 9829488511,0091-9829488511,302001,RAJASTHAN,"607, 06TH FLOOR, ARCADE TOWER, K-12, MALVIYA MARG, C-SCHEME",www.htoindia.com
NEW DELHI,HIGHLAND TRAVELS,MR. NOOR MOHD. GAGROO,PARTNER,highlandtravels@usa.net,011-23329121,,"011-23318236, 51523395, 5",,DELHI,"N-29, MIDDLE CIRCLE CONNAUGHT PLACE",
GURGAON,HI TOURS (INDIA) PVT. LTD.,MR. PREM SYAL,FOUNDER & CEO,prem@hi-tours.com,.,+91 .,+91- 124 - 6100000,122001,DELHI,"331-329, 03rd FLOOR , VIPUL AGORA, M.G.ROAD SEC-28",www.hi-tours.com
NEW DELHI,HI WALK TRAVELS PVT. LTD,MR. RAJESH GUPTA  ,DIRECTOR,info@hiwalktravels.com,.,.,0091- 011- 4107 2255,110096,DELHI,"A-407, MOD APARTMENTS, 61 VASUNDHRA ENCLAVE",www.hiwalktravels.com
GURGAON,HI LIFE TOURS AND TRAVEL PVT. LTD.,MR. BHARAT BHUSHAN ATREE,DIRECTOR,info@hltt.in,0091- 124 - 4600340,0091-9873330309,0091-124 - 4600300,122016,HARYANA,"CAPER HOUSE,  327 GROUND FLOOR, UDYOG VIHAR, PHASE IV",www.hltt.in
NEW DELHI,HERITAGE INDIA TOURS & TRAVELS (P) LTD.,MR. DEEPAK SENGUPTA,MANAGING DIRECTOR,hertind@bol.net.in,011-29251588,,"011-29251069, 29259926 (M",,DELHI,"545, HANUMAN MANDIR ROAD CHIRAG DELHI",www.heritageindia.com
CHENNAI,HERMES I TICKETS (P) LTD.,MR.RAMU ANNAMALAI,MANAGING DIRECTOR,admin@hermes-it.in,044-30638114,.,044-30638000,,TAMIL NADU,"C-9, THIRU VIKA INDUSTRIAL ESTATE, GUINDY",www.hermes-it.in
PHALODI,HERITAGE HOTEL LAL NIWAS (A UNIT OF DADHA PHARMA PVT. LTD.),MR. SURESH MEHTA,MANAGER,saranghaveli@hotmail.com,02925-223813,.,"02925-222940, 223813",,RAJASTHAN,"DADHA STREET,PHALODI, DIST.JODHPUR",www.lalniwas.com
NOIDA,HEAVEN AHEAD VOYAGE (INDIA) PVT.LTD,MR. NAVEEN CHAUHAN,DIRECTOR,naveen.chauhan@ocsipl.com,,,0120-4098555,201301,UTTAR PRADESH,"A-4, 3RD FLOOR, NCPL WEB TOWER SECTOR-9, DND ROAD",www.travelclinic.in
DARJEELING,HEAT FLEXI HOLIDAYS (A DIVISION OF HEAT TRAVELS & TOURS INDIA P. LTD.),MR. DEEPAK GUPTA,C.E.O.,tours@heatflexiholidays.com,0353-2503630,9434082100,0353-2504631,,WEST BENGAL,"SHIV MAHAL, 34, BIDYASAGAR ROAD KHALPARA",www.heatflexiholidays.com
NEW DELHI,HERITAGE HOSPITALITY,MR. RAGHUWAR JOSHI,PROPRIETOR,rjoshi@aathitiyapravash.in,,,"011-41745121, 49054121 (M",110008,DELHI,"BUNGLOW PLOT NO.2, 2ND FLOOR, WEST PATEL NAGAR",www.aathitiyapravash.in
SILIGURI,HELP TOURISM PVT. LTD.,MR.SUPRATIM BASU,DIRECTOR,info@helptourism.com,,.,"0353-2433683, 2535896",,WEST BENGAL,"143, HILL CART ROAD, POST BOX 67",www.helptourism.com
MUMBAI,HAZEL TREKS N TOURS,MR. PANKAJ CHHEDA,PROPRIETOR,pankaj@hazeltnt.in,.,9969697518,8454847518,400052,MAHARASHTRA,"B-5, NEEL NANDINI, LINKING ROAD, KHAR WEST",www.hazeltnt.in
BANGALORE,HAW TRAVEL MANAGEMENT PVT. LTD.,MR. DIWAKAR TIWARI,DIRECTOR,diwakar@holidaysaroundworld.com,,NULL,080- 42135355,560041,KARNATAKA,"SREE LAKSHMI PLAZA, #1013/21, 3RD FLOOR 26TH MAIN, 4TH T BLOCK, JAYANAGAR",www.holidaysaroundworld.com
NEW DELHI,HAWAII TRAVELS & TOURS,MR. ANURAG VERMA,PROPRIETOR,hawaii_tt@yahoo.co.in,011-26188870,,"011-26109777,26171845 (M)",,DELHI,"UG-31, SOMDUTT CHAMBERS-1 5, BHIKAJI CAMA PLACE",www.hawaiitravels.in
BHOPAL,HEART OF INDIA,MRS.DIVYA PRABHA BHATI,PROPRIETOR,info@heartofindia.co.in,0755-2499936,.,0755-2499936,,MADHYA PRADESH,"57-C.I., PARK VIEW, KOLAR ROAD",www.heartofindia.co.in
PUNE,HASMUKH TRAVELS,MR. SANTOSH M. THAKKAR,DIRECTOR,hasmukhtravels@gmail.com,.,0091-9422005123,"020-67252222, 26114720",411011,MAHARASHTRA,"339/B, RASTA PETH,NEAR APOLLO TALKIES BEHIND RUPEE BANK",www.hasmukhtravel.com
AHMEDABAD,HARSH TRAVELS,MR. ASHOK B. DHOOT,PROPRIETOR,info@harshholidays.com,079-26402172,9825095514,"079-26402172, 26402173 (M",,GUJARAT,"403,ARYAN WORK SPACE, OPP. ZODIAC PLAZA ST. XAVIERS COLLEGE CORNER,NAVRANGPURA",www.harshholidays.com
NALANDA,HANS HOLIDAYS PVT LTD,DR.KAULESH KUMAR,MANAGING DIRECTOR,kaulesh@hansholidays.com,.,9472309246,91-99467609,803116,BIHAR,"HANS PLAZA, HANS TOLA, BLOCK ROAD, RAJGIR",www.hansholidays.com
AGRA,HANDICRAFTS GALLERY,MR. GURMEET KALRA,PROPRIETOR,handicraftsgallery@yahoo.com,,.,"0562-4008369, 2330188",,UTTAR PRADESH,"18 A/54, JASORIA ENCLAVE, FATEHABAD ROAD",
HYDERABAD,HARI TOURISM,MR. M.HARI KISHAN,MANAGING DIRECTOR,tours@haritourism.com,040-66711099,0091-9440441099,040-23711099,500018,TELANGANA,"SRT #708, FIRST FLOOR, SANATH NAGAR",www.haritourism.com
JAIPUR,HARI MAHAL PALACE,MR. RAJEDRA SINGH PACHAR,MANAGING DIRECTOR,info@harimahalpalace.com,0141-2226920,,0141-2221399,,RAJASTHAN,"JACOB ROAD, CIVIL LINE",www.harimahalpalace.com
NEW DELHI,HABITAT WORLD (OLD WORLD HOSPITALITY PVT.LTD.),MR. HEMANT BHASKAR,AREA SALES MANAGER,sales@oldworldhospitality.com,24682054,,"011-43663070, 43663089",,DELHI,LODHI ROAD,www.habitatworld.com
